MOVIE_KEY,tag
M1983,halloween
M1984,halloween
M1994,ghosts
M1995,ghosts
M1996,ghosts
M1997,demons
M2006,California
M2006,Mexico
M2011,time travel
M2019,samurai
M2020,adultery
M2022,Bible
M2022,Katzanzakis
M2028,World War II
M2054,Disney
M2058,police
M2059,twins
M2064,General Motors
M2064,Michigan
M2065,In Netflix queue
M2066,memory
M2070,music
M2071,AIDs
M2071,In Netflix queue
M2076,sexuality
M2076,suburbia
M2078,Disney
M2080,Disney
M2085,Disney
M2097,carnival
M2097,Ray Bradbury
M2100,mermaid
M2108,weather forecaster
M2114,S.E. Hinton
M2115,archaeology
M2116,Tolkein
M2118,Stephen King
M2121,Stephen King
M2122,Stephen King
M2139,mice
M2145,1980s
M2145,high school
M2160,demons
M2167,vampires
M2171,aquarium
M2171,Boston
M2171,personals ads
M2186,murder
M2187,theater
M2194,Capone
M2194,gangsters
M2202,survival
M2203,small towns
M2206,paranoia
M2208,train
M2243,journalism
M2247,Mafia
M2248,In Your Eyes
M2248,Lloyd Dobbler
M2249,Mafia
M2268,court
M2268,military
M2291,freaks
M2295,Screwball
M2300,Broadway
M2302,court
M2310,adolescence
M2312,death penalty
M2313,freaks
M2324,Holocaust
M2329,racism
M2334,terrorism
M2335,football
M2336,England
M2351,In Netflix queue
M2355,Pixar
M2357,South America
M2360,In Netflix queue
M2390,In Netflix queue
M2391,heist
M2394,Bible
M2394,Moses
M2396,England
M2410,boxing
M2411,boxing
M2412,boxing
M2420,martial arts
M2421,martial arts
M2422,martial arts
M2423,christmas
M2424,e-mail
M2424,remake
M2431,doctors
M2442,In Netflix queue
M2463,kidnapping
M2467,religion
M2470,Australia
M2471,Australia
M2491,food
M2494,Holocaust
M2494,Hungary
M2502,stapler
M2502,workplace
M2506,disability
M2517,Stephen King
M2529,twist ending
M2550,ghosts
M2553,evil children
M2554,evil children
M2565,Siam
M2571,alternate universe
M2572,Shakespeare sort of
M2579,black and white
M2581,high school
M2583,southern US
M2598,golfing
M2600,virtual reality
M2612,motherhood
M2628,prequel
M2628,the Force
M2640,superhero
M2641,superhero
M2642,superhero
M2648,In Netflix queue
M2660,aliens
M2664,1950s
M2677,In Netflix queue
M2692,alternate endings
M2693,Star Trek
M2699,spiders
M2710,claims to be true
M2710,video
M2712,sexuality
M2716,ghosts
M2717,Ghosts
M2719,remake
M2723,superhero
M2726,heist
M2728,crucifixion
M2728,Rome
M2728,slavery
M2745,Missionary
M2745,Priest
M2750,nostalgia
M2750,radio
M2761,robots
M2762,ghosts
M2762,I see dead people
M2787,Stephen King
M2791,aviation
M2791,spoof
M2797,children
M2801,gambling
M2803,lawyers
M2804,Christmas
M2827,aliens
M2863,Beatles
M2871,river
M2872,England
M2872,King Arthur
M2905,In Netflix queue
M2915,prostitution
M2918,High School
M2919,Academy award (Best Supporting Actress)
M2919,Indonesia
M2919,journalism
M2927,adultery
M2935,gambling
M2937,screwball
M2939,In Netflix queue
M2940,nightclub
M2941,island
M2943,Vietnam
M2952,gambling
M2959,violence
M2966,brothers
M2966,lawn mower
M2967,evil children
M2968,time travel
M2987,live action/animation
M3000,anime
M3006,tobacco
M3006,true story
M3007,In Netflix queue
M3011,dance marathon
M3028,Shakespeare
M3030,samurai
M3039,class
M3040,camp
M3044,memory
M3044,music
M3052,religion
M3060,In Netflix queue
M3071,high school
M3072,New York
M3077,In Netflix queue
M3077,Up series
M3081,Ichabod Crane
M3087,christmas
M3087,new york
M3095,depression
M3095,dust bowl
M3097,remade
M3098,baseball
M3098,sports
M3101,adultery
M3108,homeless
M3111,racism
M3114,Pixar
M3115,men in drag
M3125,Graham Greene
M3135,fatherhood
M3147,Stephen King
M3152,black-and-white
M3160,L.A.
M3174,Andy Kaufman
M3175,spoof
M3176,Europe
M3176,murder
M3178,boxing
M3181,Shakespeare
M3192,In Netflix queue
M3210,high school
M3211,a dingo ate my baby
M3211,Australia
M3247,nuns
M3250,In Netflix queue
M3258,plastic surgery
M3259,Ireland
M3260,E.M. Forster
M3263,basketball
M3270,figure skating
M3273,slasher
M3273,spoof
M3281,sexuality
M3306,big top
M3306,circus
M3307,blind
M3310,orphans
M3317,writing
M3330,adolescence
M3330,sexuality
M3338,In Netflix queue
M3341,remade
M3360,basketball
M3384,subway
M3385,Peace Corp
M3386,politics
M3386,president
M3408,scandal
M3408,true story
M3420,lawyers
M3421,college
M3421,TOGA
M3424,racism
M3429,aardman
M3435,Insurance
M3447,Pearl S Buck
M3451,Hepburn and Tracy
M3451,interracial marriage
M3451,prejudice
M3451,racism
M3456,In Netflix queue
M3461,island
M3462,factory
M3468,pool
M3469,court
M3469,evolution
M3469,religion
M3475,class
M3481,Nick Hornby
M3489,Peter Pan
M3498,In Netflix queue
M3502,death
M3504,journalism
M3507,In Netflix queue
M3512,transplants
M3515,alternate endings
M3526,families
M3528,psychiatrist
M3536,priest
M3536,rabbi
M3546,show business
M3548,1920s
M3549,Gambling
M3552,golf
M3556,1970s
M3556,suicide
M3559,In Netflix queue
M3566,business
M3566,religion
M3608,Pee Wee Herman
M3629,mining
M3675,Christmas
M3676,In Netflix queue
M3683,Coen Brothers
M3712,television
M3723,Shakespeare
M3724,Vietnam
M3730,spying
M3735,police
M3793,superhero
M3801,court
M3811,court
M3816,missing children
M3844,diabetes
M3849,disability
M3859,In Netflix queue
M3859,televangelist
M3877,superhero
M3897,journalism
M3897,music
M3897,Rolling Stone
M3910,blindness
M3910,factory
M3911,Dogs
M3932,invisibility
M3949,drug abuse
M3951,In Netflix queue
M3967,ballet
M3983,family
M3988,Dr. Seuss
M3994,superhero
M3996,china
M3996,martial arts
M4007,business
M4012,stand-up comedy
M4019,writing
M4024,Edith Wharton
M4025,pageant
M4027,bluegrass
M4029,movies
M4034,based on a TV show
M4046,Quakers
M4077,psychopaths
M4105,zombies
M4113,Tennessee Williams
M4117,In Netflix queue
M4138,demons
M4160,death penalty
M4164,homeless
M4164,New York
M4166,reality TV
M4171,Eugene O'Neill
M4174,In Netflix queue
M4184,Christmas
M4189,Bible
M4189,religion
M4190,preacher
M4190,religion
M4191,sexuality
M4194,In Netflix queue
M4204,virginity
M4210,Hannibal Lecter
M4210,serial killer
M4211,von Bulow
M4214,college
M4218,In Netflix queue
M4221,football
M4226,Backwards. memory
M4232,spying
M4246,singletons
M4259,Nabokov
M4263,alcoholism
M4292,Union
M4296,death
M4306,fairy tales
M4312,In Netflix queue
M4316,figure skating
M4326,race
M4326,rasicm
M4333,Strangers on a Train
M4347,Holocaust
M4356,In Netflix queue
M4359,adultery
M4361,men in drag
M4370,robots
M4380,accident
M4396,race
M4404,In Netflix queue
M4447,lawyers
M4448,heist
M4465,rape
M4476,twins
M4477,circus
M4489,Africa
M4489,immigrants
M4495,New York
M4526,aliens
M4537,hippies
M4545,robots
M4546,kidnapping
M4546,remade
M4558,twins
M4571,time travel
M4600,doctors
M4621,babies
M4623,baseball
M4638,dinosaurs
M4639,Hollywood
M4639,movie business
M4641,adolescence
M4677,dogs
M4678,television
M4688,In Netflix queue
M4787,prodigies
M4801,family
M4808,remake
M4809,Nuclear disaster
M4809,union
M4812,NASA
M4812,space
M4823,wedding
M4835,Loretta Lynn
M4857,Judaism
M4857,Tradition!
M4874,aliens
M4874,psychiatrist
M4878,time travel
M4881,Coen Brothers
M4896,Magic
M4896,Wizards
M4902,ghosts
M4920,psychology
M4963,heist
M4969,In Netflix queue
M4970,nightclub
M4970,singers
M4973,whimsical
M4979,new york
M4980,time travel
M4993,Tolkein
M4998,racism
M5008,Agatha Christie
M5008,court
M5012,cross dressing
M5012,Judaism
M5015,race
M5034,Ghost
M5064,Dumas
M5064,revenge
M5114,movie business
M5120,In Netflix queue
M5135,India
M5139,baseball
M5213,religion
M5224,In Netflix queue
M5238,In Netflix queue
M5266,crime
M5291,In Netflix queue
M5291,samurai
M5294,religion
M5304,In Netflix queue
M5316,World War II
M5349,superhero
M5353,blind
M5377,Nick Hornby
M5379,anti-Semitism
M5379,Judaism
M5398,boxing
M5404,books
M5445,future
M5446,Australia
M5450,sisterhood
M5450,women
M5451,disability
M5451,mental illness
M5470,Oscar Wilde
M5475,In Netflix queue
M5483,movie business
M5498,In Netflix queue
M5502,aliens
M5505,adultery
M5505,younger men
M5527,AS Byatt
M5527,books
M5528,photography
M5528,psychopaths
M5548,homeless
M5577,adolescence
M5601,Animal movie
M5603,crime
M5603,heist
M5618,anime
M5629,Bible
M5630,Hannibal Lecter
M5633,bombs
M5644,baseball
M5644,Lou Gehrig
M5669,violence in america
M5673,pudding
M5682,Holocaust
M5685,Girl Power
M5690,made me cry
M5690,orphans
M5721,In Netflix queue
M5721,Judaism
M5747,World War I
M5791,art
M5792,dating
M5802,teenagers
M5812,salute to Douglas Sirk
M5816,Magic
M5816,Wizards
M5820,music business
M5875,short films
M5876,Graham Greene
M5878,coma
M5899,Africa
M5952,Tolkein
M5954,crime
M5954,nightclub
M5971,anime
M5989,crime
M5991,court
M5991,jazz
M5991,murder
M5994,Dickens
M5995,Holocaust
M6002,drugs
M6002,planes
M6002,widows/widowers
M6003,television
M6016,crime
M6016,photography
M6016,violence
M6020,class
M6027,In Netflix queue
M6031,motherhood
M6031,race
M6041,In Netflix queue
M6063,doll
M6090,ghosts
M6101,Chile
M6101,politics
M6101,South America
M6104,spoof
M6156,England
M6159,adolescence
M6163,obsession
M6170,horses
M6178,blind
M6178,blindness
M6178,race
M6181,Civil War
M6181,Stephen Crane
M6183,Day and Hudson
M6183,sexuality
M6195,books
M6195,Stones of Summer
M6197,mental illness
M6201,England
M6216,World War II
M6218,soccer
M6228,In Netflix queue
M6232,animal movie
M6232,lions
M6235,Holocaust
M6235,World War II
M6238,immigrants
M6242,television
M6244,In Netflix queue
M6245,prostitution
M6254,screwball
M6268,adolescence
M6269,Big Brothers
M6273,L.A.
M6281,crime
M6286,amnesia
M6288,gangs
M6289,Titanic
M6291,prostitution
M6296,mockumentary
M6297,children
M6299,birds
M6305,Ray Bradbury
M6308,lawyers
M6327,1970s
M6327,movies
M6331,spelling bee
M6333,Jean Grey
M6333,Magneto
M6333,Rogue
M6333,superhero
M6333,Wolverine
M6334,teachers
M6337,gambling
M6339,trains
M6341,art
M6350,anime
M6367,retro
M6368,movies
M6373,religion
M6375,In Netflix queue
M6375,They Might Be Giants
M6377,Disney
M6377,fish
M6378,heist
M6380,child abuse
M6385,Girl Power
M6390,Ninotchka remake
M6400,crime
M6407,Olympics
M6407,Tokyo
M6422,Civil War
M6440,movie business
M6452,In Netflix queue
M6454,Nazis
M6466,In Netflix queue
M6502,zombies
M6515,fugitive
M6516,In Netflix queue
M6535,politics
M6536,swashbuckler
M6539,swashbuckler
M6545,Dodie Smith
M6547,flood
M6552,immigration
M6565,horses
M6579,Japan
M6591,religion
M6592,marriage
M6603,Othello
M6609,Bible
M6620,cancer
M6636,road trip
M6639,blindness
M6650,family
M6650,multiple roles
M6650,murder
M6660,ballet
M6662,Clousseau
M6667,FBI
M6668,In Netflix queue
M6669,terminal illness
M6708,con men
M6708,fatherhood
M6710,vertriloquism
M6711,Japan
M6713,In Netflix queue
M6724,In Netflix queue
M6732,matchmaker
M6744,vampire
M6753,Animal movie
M6768,religion
M6770,adultery
M6770,terminal illness
M6773,biking
M6776,India
M6785,Lonesome Polecat
M6786,In Netflix queue
M6787,journalism
M6787,Watergate
M6788,pregnancy
M6791,Food
M6807,british comedy
M6810,domestic violence
M6820,werewolf
M6832,amnesia
M6849,Christmas
M6852,black and white
M6852,Capote
M6852,crime
M6852,death penalty
M6852,murder
M6856,biopic
M6863,school
M6867,trains
M6870,child abuse
M6870,kidnapping
M6874,martial arts
M6874,revenge
M6881,Thanksgiving
M6890,adolescence
M6890,violence in america
M6909,transplants
M6912,Rita Hayworth can dance!
M6918,India
M6932,journalism
M6936,christmas
M6944,remake
M6944,wedding
M6948,music business
M6948,rap
M6963,Amish
M6970,Hepburn and Tracy
M6979,Cold War
M6981,religion
M6984,Dickens
M6985,saint
M6993,family
M7013,good and evil
M7018,court
M7018,Scott Turow
M7023,In Netflix queue
M7025,In Netflix queue
M7049,Astaire and Rogers
M7050,Astaire and Rogers
M7053,Astaire and Rogers
M7055,Astaire and Rogers
M7059,horses
M7061,terminal illness
M7062,birds
M7062,prison
M7069,In Netflix queue
M7069,Shakespeare
M7070,cattle drive
M7071,In Netflix queue
M7073,Clousseau
M7079,disability
M7086,George Bernard Shaw
M7087,E.M. Forster
M7088,In Netflix queue
M7090,martial arts
M7091,Marx brothers
M7121,Hepburn and Tracy
M7132,Marx brothers
M7132,opera
M7139,immigrants
M7141,In Netflix queue
M7153,Tolkein
M7156,Vietnam
M7158,real estate
M7160,serial killer
M7162,Civil War
M7190,Charlotte Bronte
M7212,cross dressing
M7212,men in drag
M7217,amnesia
M7218,In Netflix queue
M7219,truckers
M7234,circus
M7256,mountain climbing
M7285,adolescence
M7301,priest
M7301,religion
M7318,religion
M7323,Cold War
M7361,memory
M7371,Grace
M7382,adolescence
M7382,crime
M7438,revenge
M7440,Holocaust
M7451,High School
M7479,World War II
M7493,multiple personalities
M7572,cancer
M7584,Hepburn and Tracy
M7584,marriage
M7614,Rogers and Hammerstein
M7618,biopic
M7618,In Netflix queue
M7619,blindness
M7619,deaf
M7646,Stephen King
M7649,space station
M7700,In Netflix queue
M7705,Hepburn and Tracy
M7705,sports
M7713,sexuality
M7714,King Arthur
M7728,adultery
M7748,In Netflix queue
M7766,MacBeth
M7789,terrorism
M7792,In Netflix queue
M7831,Nick and Nora Charles
M7832,Nick and Nora Charles
M7833,Nick and Nora Charles
M7834,Nick and Nora Charles
M7835,Nick and Nora Charles
M7924,In Netflix queue
M7926,In Netflix queue
M7932,Amtrak
M7932,Homeless
M7932,independent
M7932,New York
M7932,Sundance award winner
M7932,Train
M7934,psychology
M7981,police
M7983,show business
M8011,politics
M8014,In Netflix queue
M8019,remade
M8033,In Netflix queue
M8094,In Netflix queue
M8153,Van Gogh
M8167,swashbuckler
M8183,In Netflix queue
M8188,Not available from Netflix
M8190,In Netflix queue
M8191,Anne Boleyn
M8197,In Netflix queue
M8207,assassination
M8228,heist
M8235,Clock
M8266,Prince
M8275,In Netflix queue
M8337,military
M8338,convent
M8338,religion
M8341,Dickens
M8360,ogres
M8366,pregnancy
M8366,religion
M8368,Magic
M8368,Wizards
M8375,politics
M8376,high school
M8379,In Netflix queue
M8382,death
M8424,divorce
M8446,World War II
M8463,deafness
M8464,food
M8464,McDonalds
M8507,circus
M8530,Ireland
M8580,fairy tales
M8580,In Netflix queue
M8607,In Netflix queue
M8609,In Netflix queue
M8622,politics
M8622,terrorism
M8636,Doc Ock
M8638,generation X
M8645,drugs
M8645,immigrants
M8695,court
M8714,Cole Porter
M8754,Oscar (Best Actress)
M8765,In Netflix queue
M8784,psychology
M8796,Rome
M8809,Australia
M8827,Stand Up
M8838,In Netflix queue
M8874,zombies
M8875,alcoholism
M8875,marriage
M8879,Agatha Christie
M8879,Oscar (Best Supporting Actress)
M8879,train
M8880,disability
M8914,time travel
M8920,Oscar (Best Actress)
M8938,parenthood
M8938,psychology
M8943,stage
M8949,wine
M8950,psychology
M8951,abortion
M8958,biopic
M8961,Disney
M8961,superhero
M8970,Peter Pan
M8979,Hearst
M8983,martial arts
M8998,In Netflix queue
M9018,journalism
M25753,gold
M25825,revenge
M25841,show business
M25855,In Netflix queue
M25865,In Netflix queue
M25886,made me cry
M25940,mirrors
M25952,In Netflix queue
M26085,Not available from Netflix
M26131,In Netflix queue
M26151,donkey
M26242,In Netflix queue
M26662,anime
M26776,In Netflix queue
M27731,In Netflix queue
M27741,In Netflix queue
M27790,religion
M27790,saints
M27820,Animal movie
M27820,camels
M27834,fatherhood
M27838,revenge
M27878,India
M27882,surfing
M30707,boxing
M30749,genocide
M30793,roald dahl
M30812,biopic
M30812,Howard Hughes
M30812,movie business
M30820,child abuse
M30822,busniess
M30850,Shakespeare
M31030,motherhood
M31437,orphans
M31658,06 Oscar Nominated Best Movie - Animation
M31658,In Netflix queue
M31903,marriage
M31923,In Netflix queue
M32160,In Netflix queue
M32371,In Netflix queue
M32582,birds
M32582,parrots
M32584,fatherhood
M33154,business
M33154,money
M33154,scandal
M33166,racism
M33493,space
M33493,space opera
M33660,boxing
M34271,hip hop
M34359,pregnancy
M34405,Firefly
M34437,In Netflix queue
M34482,In Netflix queue
M34528,pregnancy
M34542,Animal movie
M34542,bears
M35015,Animal movie
M35015,In Netflix queue
M36517,Africa
M36517,business
M36517,politics
M36527,mathematics
M36535,In Netflix queue
M37240,In Netflix queue
M37729,06 Oscar Nominated Best Movie - Animation
M37733,In Netflix queue
M37736,Dickens
M37741,Truman Capote
M38038,06 Oscar Nominated Best Movie - Animation
M38038,Aardman
M38061,In Netflix queue
M38886,divorce
M39234,courtroom drama
M39234,In Netflix queue
M39292,In Netflix queue
M39292,journalism
M39292,McCarthy hearings
M39292,Morrow
M40583,In Netflix queue
M40629,In Netflix queue
M40815,Magic
M40815,Wizards
M40819,Johnny Cash
M41566,C.S. Lewis
M41997,In Netflix queue
M42002,In Netflix queue
M42740,In Netflix queue
M32,Brad Pitt
M32,Bruce Willis
M32,mindfuck
M32,Post apocalyptic
M32,post-apocalyptic
M32,remake
M32,time travel
M32,twist ending
M34,villain nonexistent or not needed for good story
M104,Adam Sandler
M216,Adam Sandler
M216,stop looking at me swan
M318,Morgan Freeman
M541,androids
M541,artificial intelligence
M541,atmospheric
M541,cyberpunk
M541,future
M541,mindfuck
M541,Philip K. Dick
M589,Scifi masterpiece
M593,disturbing
M593,drama
M593,gothic
M593,psychology
M593,suspense
M733,Michael Bay
M733,terrorism
M750,black comedy
M750,dark comedy
M750,satire
M832,GIVE ME BACK MY SON!
M832,It was melodramatic and kind of dumb
M832,Mel Gibson
M903,Alfred Hitchcock
M903,Atmospheric
M903,imdb top 250
M903,James Stewart
M904,imdb top 250
M904,James Stewart
M904,mystery
M904,photographer
M904,photography
M908,Alfred Hitchcock
M908,imdb top 250
M922,eerie
M922,movie business
M1089,humorous
M1089,neo-noir
M1089,Quentin Tarantino
M1089,religion
M1089,Tarantino
M1196,classic
M1196,George Lucas
M1196,Harrison Ford
M1196,music
M1196,original plot
M1196,sci-fi
M1196,sequel
M1219,Alfred Hitchcock
M1219,black and white
M1219,imdb top 250
M1219,remade
M1222,anti-war
M1274,animation
M1274,anime
M1274,visually stunning
M2393,cameo:Whoopi Goldberg
M2393,space opera
M2393,Star Trek
M2694,Adam Sandler
M2706,best comedy
M2706,Chris Klein
M2706,dumb
M2706,Jason Biggs
M2706,not funny
M2706,pizza beer
M2706,Seann William Scott
M2706,teen
M2761,animation
M3000,adventure
M3000,atmospheric
M3000,fantasy world
M3000,Studio Ghibli
M3000,surreal
M3527,aliens
M3527,Arnold Schwarzenegger
M3527,dialogue
M3527,guns
M3527,Jesse Ventura
M3527,macho
M3527,sci-fi
M3527,scifi cult
M3994,atmospheric
M3994,comics
M3994,father-son relationship
M3994,mindfuck
M3994,unique
M4226,mystery
M4226,twist ending
M4454,claymation
M4454,creativity
M4454,dystopia
M4454,free to download
M4454,imagination
M4454,no dialogue
M4454,social commentary
M4725,mental hospital
M4725,psychology
M4725,suspense
M4725,Well Done
M4878,dreamlike
M4878,hallucinatory
M4878,mental illness
M4878,psychology
M4878,social commentary
M4878,teen
M4878,thought-provoking
M5459,crappy sequel
M5459,first was much better
M5459,sequel
M7361,cult film
M7361,imagination
M7361,Jim Carrey
M7361,love
M7361,surreal
M7439,comic book
M8783,Atmospheric
M8783,good soundtrack
M8783,M. Night Shyamalan
M8961,animation
M8961,Samuel L. Jackson
M41569,big budget
M42422,love
M45499,Halle Berry
M45499,Hugh Jackman
M45730,bad
M45730,disappointing
M45730,faerie tale
M45730,fairy tale
M45730,far fetched
M45730,M. Night Shyamalan
M45730,Paul Giamatti
M47610,costume drama
M47610,Edward Norton
M47610,magic
M47610,Paul Giamatti
M52885,dreamlike
M53468,zombies
M54503,friendship
M54503,high school
M54503,Michael Cera
M54503,nerds
M54503,self discovery
M54503,shenanigans
M54503,virginity
M55167,anime
M56174,alone in the world
M56174,apocalypse
M56174,based on a book
M56174,last man on earth
M56174,plot holes
M56174,Post apocalyptic
M56174,post-apocalyptic
M56174,religion
M56174,vampire
M56367,Michael Cera
M56367,notable soundtrack
M56367,pregnancy
M56367,teenage pregnancy
M56367,witty
M57669,black comedy
M57669,Colin Farrell
M57669,dark comedy
M57669,drugs
M57669,friendship
M57669,irreverent
M57669,Ralph Fiennes
M57669,stylized
M59141,movies about movies
M60069,last man on earth
M60069,love story
M60069,Post apocalyptic
M60069,social commentary
M61323,Brad Pitt
M61323,Coen Bros
M61323,Coen Brothers
M61323,dark comedy
M61323,espionage
M61323,George Clooney
M61323,John Malkovich
M61323,satire
M61323,twists & turns
M61323,weird
M62336,2D animation
M62336,cult film
M62336,stylish
M62336,surreal
M66934,joss whedon
M66934,Nathan Fillion
M66934,Neil Patrick Harris
M66934,parody
M67087,Andy Samberg
M67087,bromance
M67087,bromantic
M67087,comedy
M67087,Jaime Pressly
M67087,Jason Segel
M67087,masculinity
M67087,Paul Rudd
M68237,2001-like
M68237,Sci-fi
M68237,solitude
M68319,bad plot
M68319,comic book
M68319,hugh jackman
M68319,Ryan Reynolds
M68319,too many characters
M68358,future
M68358,lack of development
M68358,lack of story
M68358,quick cuts
M68358,sci-fi
M68358,Simon Pegg
M68358,space
M68358,space travel
M68358,time travel
M68791,artificial intelligence
M68791,bad acting
M68791,bad plot
M68791,bad script
M68791,Christian Bale
M68791,FIGHTING THE SYSTEM
M68791,franchise
M68791,new composer
M68791,post-apocalyptic
M68791,robots
M68791,sci-fi
M68791,sequel
M68945,Recap
M69526,bad plot
M69526,Michael Bay
M69526,needed more autobots
M69526,plot holes
M69526,ridiculous
M69526,Shia LaBeouf
M69526,stop using useless characters for filler
M69757,artistic
M69757,Funny
M69757,humorous
M69757,inspiring
M69757,intelligent
M69757,quirky
M69757,romance
M69757,Zooey Deschanel
M70286,intelligent sci-fi
M72224,bad humor
M72998,bad science
M72998,futuristic
M72998,graphic design
M72998,James Cameron
M72998,military
M72998,poor dialogue
M72998,sci-fi
M72998,superficial plot
M72998,unoriginal
M72998,white guilt
M79132,dreamlike
M79132,surreal
M79132,visually appealing
M79702,geeky
M79702,Michael Cera
M79702,stylized
M79702,video games
M82242,male nudity
M82461,action choreography
M82461,Horrid characterisation
M82461,Poor plot development
M82461,sequel
M82461,soundtrack
M112552,passion
M112552,psychological
M112552,suspense
M112552,jazz
M112552,music
M112552,tense
M80834,adventure
M80834,animation
M80834,fantasy
M750,purity of essence
M750,Slim Pickens
M6787,Deep Throat
M3039,Dan Aykroyd
M60516,enjoyable
M356,bubba gump shrimp
M356,lieutenant dan
M356,stupid is as stupid does
M527,based on a true story
M527,biography
M527,disturbing
M527,holocaust
M1625,Mystery
M1721,romance
M2329,edward norton
M2329,emotional
M2329,politics
M2571,philosophy
M2571,post apocalyptic
M3949,depressing
M3949,psychology
M5989,cheating
M5989,intelligent
M5989,Leonardo DiCaprio
M5989,lies
M5989,smart
M5989,Tom Hanks
M5989,twists & turns
M8533,memory loss
M8533,romance
M8533,sad
M55765,corruption
M55765,Denzel Washington
M55765,mafia
M55765,organized crime
M58295,heist
M58295,robbery
M58295,small time criminals
M69122,casino
M69122,comedy
M69122,funny
M69122,hotel
M69122,Las Vegas
M69481,war
M72998,beautiful scenery
M72998,graphic design
M72998,music
M72998,politics
M72998,romance
M72998,thought-provoking
M72998,too long
M72998,visually stunning
M79132,big budget
M79132,clever
M79132,complicated
M79132,dead wife
M79132,great soundtrack
M79132,heist
M79132,intellectual
M79132,mindfuck
M79132,philosophy
M79132,psychological
M79132,psychology
M79132,suspense
M79132,thought-provoking
M80489,crime
M80489,FBI
M80489,romance
M80489,too much love interest
M80906,business
M80906,corruption
M80906,economics
M80906,investor corruption
M80906,politics
M80906,truth
M89745,Captain America
M89745,silly
M89745,superhero
M89745,superhero team
M90439,bank
M90439,big corporations
M90439,business
M90439,corruption
M90439,financial crisis
M90439,Kevin Spacey
M90439,realistic
M90439,suspense
M90439,Wall Street
M92259,emotional
M92259,sexuality
M95067,interesting scenario
M95441,crude humor
M97304,cia
M97304,politics
M97304,Thrilling
M99114,Soundtrack
M104218,Adam Sandler
M104841,cliche characters
M104841,long shots
M104841,predictable
M104841,Simple
M104841,slow action
M104841,visually appealing
M105504,hostage
M105504,ocean
M105504,suspense
M106782,Stock Market
M106782,Wall Street
M85565,Comedy
M1,fun
M101,off-beat comedy
M101,quirky
M308,cynical
M356,bittersweet
M356,emotional
M356,heartwarming
M356,touching
M541,atmospheric
M541,dreamlike
M541,existentialism
M541,philosophical
M750,black comedy
M750,dark comedy
M750,Quirky
M1203,claustrophobic
M1203,confrontational
M1203,earnest
M1203,good dialogue
M1203,great screenplay
M1203,gritty
M1203,Motivational
M1203,thought-provoking
M1237,atmospheric
M1237,cerebral
M1237,existentialism
M1237,philosophical
M1237,reflective
M1260,atmospheric
M1260,chilly
M1260,creepy
M1260,menacing
M1260,mental illness
M1260,oninous
M1653,intelligent
M1653,thought-provoking
M1704,heartwarming
M1704,inspirational
M1916,avant-garde romantic comedy
M1916,elegiac
M1916,melancholy
M1916,quirky
M1916,wry
M1921,artsy
M1921,atmospheric
M1921,cerebral
M1921,enigmatic
M1921,existentialism
M1921,hallucinatory
M1921,insanity
M1921,paranoia
M1921,paranoid
M1921,surreal
M1921,tense
M1921,visually appealing
M2138,atmospheric
M2138,beautiful
M2324,bittersweet
M2324,emotional
M2324,Heartwarming
M2324,poignant
M2324,sentimental
M2324,tear jerker
M2324,tearjerking
M2731,emotional
M2731,gentle
M2731,heartwarming
M2731,lyrical
M2731,reflective
M3134,downbeat
M3134,poignant
M3266,black comedy
M3266,crazy
M3266,dark
M3266,dark comedy
M3266,dark humor
M3266,serial killer
M3424,great cinematography
M3671,dark humor
M3671,easygoing
M3671,silly
M3676,art house
M3676,Atmospheric
M3676,creepy
M3676,cryptic
M3676,dark
M3676,disturbing
M3676,dreamlike
M3676,enigmatic
M3676,fucked up
M3676,gruesome
M3676,hallucinatory
M3676,Insane
M3676,paranoid
M3676,strange
M3676,surreal
M3676,weird
M3994,atmospheric
M3994,somber
M4144,atmospheric
M4144,Beautiful
M4144,bittersweet
M4144,dreamy
M4144,elegant
M4144,heartbreaking
M4144,intimate
M4144,loneliness
M4144,long takes
M4144,longing
M4144,melancholic
M4144,melancholy
M4144,moody
M4144,nocturnal
M4144,romantic
M4144,Unique
M4144,visually appealing
M4144,visually stunning
M4226,cerebral
M4226,dreamlike
M4552,"""artsy"""
M4552,atmospheric
M4552,gritty
M4552,hallucinatory
M4552,surreal
M4552,visually stunning
M4878,atmospheric
M4878,cerebral
M4878,dreamlike
M4878,enigmatic
M4878,hallucinatory
M4878,mental illness
M4878,mindfuck
M4878,philosophy
M4878,psychological
M4878,quirky
M4878,surreal
M4878,thought-provoking
M4878,weird
M5673,anger
M5673,awkward
M5673,bittersweet
M5673,hallucinatory
M5673,quirky
M5673,sad
M5673,surreal
M5673,symbolism
M5673,tense
M5673,unconventional
M5673,unique
M5673,wistful
M5690,beautiful
M5690,downbeat
M5690,grim
M5690,poignant
M5690,tear jerker
M5690,tragedy
M5690,tragic
M6214,dark
M6214,disturbing
M6291,Depressing
M6291,melancholy
M6291,sad
M6377,heartwarming
M6669,meditative
M6669,philosophical
M6669,poignant
M6669,purposefulness
M6818,atmospheric
M6818,bleak
M6818,disturbing
M6818,gritty
M6818,harsh
M7024,bleak
M7024,confrontational
M7024,disturbing
M7024,harsh
M7024,haunting
M7024,inhumane
M7024,thought-provoking
M7361,arthouse
M7361,artistic
M7361,atmospheric
M7361,beautiful
M7361,bittersweet
M7361,colourful
M7361,comedy
