MOVIE_KEY,title,genres
M649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
M650,Moll Flanders (1996),Drama
M653,Dragonheart (1996),Action|Adventure|Fantasy
M656,Eddie (1996),Comedy
M661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
M662,Fear (1996),Thriller
M663,Kids in the Hall: Brain Candy (1996),Comedy
M665,Underground (1995),Comedy|Drama|War
M667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
M668,Song of the Little Road (Pather Panchali) (1955),Drama
M670,"World of Apu, The (Apur Sansar) (1959)",Drama
M671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
M673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
M674,Barbarella (1968),Adventure|Comedy|Sci-Fi
M678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
M679,"Run of the Country, The (1995)",Drama
M680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
M685,It's My Party (1996),Drama
M688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
M691,Mrs. Winterbourne (1996),Comedy|Romance
M692,Solo (1996),Action|Sci-Fi|Thriller
M694,"Substitute, The (1996)",Action|Crime|Drama
M695,True Crime (1996),Mystery|Thriller
M697,Feeling Minnesota (1996),Drama|Romance
M698,Delta of Venus (1995),Drama
M700,Angus (1995),Comedy
M703,Boys (1996),Drama
M704,"Quest, The (1996)",Action|Adventure
M706,Sunset Park (1996),Drama
M707,Mulholland Falls (1996),Crime|Drama|Thriller
M708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
M709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
M710,Celtic Pride (1996),Comedy
M711,Flipper (1996),Adventure|Children
M714,Dead Man (1995),Drama|Mystery|Western
M715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
M718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
M719,Multiplicity (1996),Comedy
M720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
M722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
M724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
M725,"Great White Hype, The (1996)",Comedy
M726,Last Dance (1996),Drama
M728,Cold Comfort Farm (1995),Comedy
M731,Heaven's Prisoners (1996),Crime|Thriller
M733,"Rock, The (1996)",Action|Adventure|Thriller
M735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
M736,Twister (1996),Action|Adventure|Romance|Thriller
M737,Barb Wire (1996),Action|Sci-Fi
M741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
M742,Thinner (1996),Horror|Thriller
M743,Spy Hard (1996),Comedy
M745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
M747,"Stupids, The (1996)",Comedy
M748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
M750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
M757,Ashes of Time (Dung che sai duk) (1994),Drama
M759,Maya Lin: A Strong Clear Vision (1994),Documentary
M760,Stalingrad (1993),Drama|War
M761,"Phantom, The (1996)",Action|Adventure
M762,Striptease (1996),Comedy|Crime
M764,Heavy (1995),Drama|Romance
M765,Jack (1996),Comedy|Drama
M766,I Shot Andy Warhol (1996),Drama
M773,Touki Bouki (1973),Drama
M775,Spirits of the Dead (1968),Horror|Mystery
M778,Trainspotting (1996),Comedy|Crime|Drama
M779,'Til There Was You (1997),Drama|Romance
M780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
M781,Stealing Beauty (1996),Drama
M782,"Fan, The (1996)",Drama|Thriller
M783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
M784,"Cable Guy, The (1996)",Comedy|Thriller
M785,Kingpin (1996),Comedy
M786,Eraser (1996),Action|Drama|Thriller
M788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
M790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama
M791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
M795,Somebody to Love (1994),Drama
M798,Daylight (1996),Action|Adventure|Drama|Thriller
M799,"Frighteners, The (1996)",Comedy|Horror|Thriller
M800,Lone Star (1996),Drama|Mystery|Western
M801,Harriet the Spy (1996),Children|Comedy
M802,Phenomenon (1996),Drama|Romance
M803,Walking and Talking (1996),Comedy|Drama|Romance
M804,She's the One (1996),Comedy|Romance
M805,"Time to Kill, A (1996)",Drama|Thriller
M806,American Buffalo (1996),Crime|Drama
M808,Alaska (1996),Adventure|Children
M809,Fled (1996),Action|Adventure
M810,Kazaam (1996),Children|Comedy|Fantasy
M813,Larger Than Life (1996),Comedy
M818,"Very Brady Sequel, A (1996)",Comedy
M823,"Collector, The (La collectionneuse) (1967)",Drama
M824,Kaspar Hauser (1993),Drama|Mystery
M828,"Adventures of Pinocchio, The (1996)",Adventure|Children
M829,Joe's Apartment (1996),Comedy|Fantasy|Musical
M830,"First Wives Club, The (1996)",Comedy
M832,Ransom (1996),Crime|Thriller
M833,High School High (1996),Comedy
M835,Foxfire (1996),Drama
M836,Chain Reaction (1996),Action|Adventure|Thriller
M837,Matilda (1996),Children|Comedy|Fantasy
M838,Emma (1996),Comedy|Drama|Romance
M839,"Crow: City of Angels, The (1996)",Action|Thriller
M840,House Arrest (1996),Children|Comedy
M841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
M842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
M848,"Spitfire Grill, The (1996)",Drama
M849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
M851,Basquiat (1996),Drama
M852,Tin Cup (1996),Comedy|Drama|Romance
M858,"Godfather, The (1972)",Crime|Drama
M861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
M866,Bound (1996),Crime|Drama|Romance|Thriller
M867,Carpool (1996),Comedy|Crime
M869,Kansas City (1996),Crime|Drama|Musical|Thriller
M870,Gone Fishin' (1997),Comedy
M875,Nothing to Lose (1994),Action|Crime|Drama
M876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
M879,"Relic, The (1997)",Horror|Thriller
M880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
M881,First Kid (1996),Children|Comedy
M882,"Trigger Effect, The (1996)",Drama|Thriller
M885,Bogus (1996),Children|Drama|Fantasy
M886,Bulletproof (1996),Action|Comedy|Crime
M888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
M889,1-900 (06) (1994),Drama|Romance
M891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
M892,Twelfth Night (1996),Comedy|Drama|Romance
M893,Mother Night (1996),Drama
M896,Wild Reeds (Les roseaux sauvages) (1994),Drama
M897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
M898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
M899,Singin' in the Rain (1952),Comedy|Musical|Romance
M900,"American in Paris, An (1951)",Musical|Romance
M901,Funny Face (1957),Comedy|Musical
M902,Breakfast at Tiffany's (1961),Drama|Romance
M903,Vertigo (1958),Drama|Mystery|Romance|Thriller
M904,Rear Window (1954),Mystery|Thriller
M905,It Happened One Night (1934),Comedy|Romance
M906,Gaslight (1944),Drama|Thriller
M907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
M908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
M909,"Apartment, The (1960)",Comedy|Drama|Romance
M910,Some Like It Hot (1959),Comedy|Crime
M911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
M912,Casablanca (1942),Drama|Romance
M913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
M914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
M915,Sabrina (1954),Comedy|Romance
M916,Roman Holiday (1953),Comedy|Drama|Romance
M917,"Little Princess, The (1939)",Children|Drama
M918,Meet Me in St. Louis (1944),Musical
M919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
M920,Gone with the Wind (1939),Drama|Romance|War
M921,My Favorite Year (1982),Comedy
M922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
M923,Citizen Kane (1941),Drama|Mystery
M924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
M926,All About Eve (1950),Drama
M927,"Women, The (1939)",Comedy
M928,Rebecca (1940),Drama|Mystery|Romance|Thriller
M929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
M930,Notorious (1946),Film-Noir|Romance|Thriller
M931,Spellbound (1945),Mystery|Romance|Thriller
M932,"Affair to Remember, An (1957)",Drama|Romance
M933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
M934,Father of the Bride (1950),Comedy
M935,"Band Wagon, The (1953)",Comedy|Musical
M936,Ninotchka (1939),Comedy|Romance
M937,Love in the Afternoon (1957),Comedy|Romance
M938,Gigi (1958),Musical
M940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
M941,"Mark of Zorro, The (1940)",Adventure
M942,Laura (1944),Crime|Film-Noir|Mystery
M943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
M944,Lost Horizon (1937),Drama
M945,Top Hat (1935),Comedy|Musical|Romance
M946,To Be or Not to Be (1942),Comedy|Drama|War
M947,My Man Godfrey (1936),Comedy|Romance
M948,Giant (1956),Drama|Romance|Western
M949,East of Eden (1955),Drama
M950,"Thin Man, The (1934)",Comedy|Crime
M951,His Girl Friday (1940),Comedy|Romance
M952,Around the World in 80 Days (1956),Adventure|Comedy
M953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
M954,Mr. Smith Goes to Washington (1939),Drama
M955,Bringing Up Baby (1938),Comedy|Romance
M956,Penny Serenade (1941),Drama|Romance
M959,Of Human Bondage (1934),Drama
M961,Little Lord Fauntleroy (1936),Drama
M963,"Inspector General, The (1949)",Musical
M965,"39 Steps, The (1935)",Drama|Mystery|Thriller
M968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
M969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
M970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance
M971,Cat on a Hot Tin Roof (1958),Drama
M973,Meet John Doe (1941),Comedy|Drama
M976,"Farewell to Arms, A (1932)",Romance|War
M979,Nothing Personal (1995),Drama|War
M981,Dangerous Ground (1997),Drama
M982,Picnic (1955),Drama
M984,"Pompatus of Love, The (1996)",Comedy|Drama
M986,Fly Away Home (1996),Adventure|Children
M987,Bliss (1997),Drama|Romance
M988,Grace of My Heart (1996),Comedy|Drama
M990,Maximum Risk (1996),Action|Adventure|Thriller
M991,Michael Collins (1996),Drama
M993,Infinity (1996),Drama
M994,Big Night (1996),Comedy|Drama
M996,Last Man Standing (1996),Action|Crime|Drama|Thriller
M998,Set It Off (1996),Action|Crime
M999,2 Days in the Valley (1996),Crime|Film-Noir
M1003,Extreme Measures (1996),Drama|Thriller
M1004,"Glimmer Man, The (1996)",Action|Thriller
M1005,D3: The Mighty Ducks (1996),Children|Comedy
M1006,"Chamber, The (1996)",Drama
M1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
M1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western
M1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
M1010,"Love Bug, The (1969)",Children|Comedy
M1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance
M1012,Old Yeller (1957),Children|Drama
M1013,"Parent Trap, The (1961)",Children|Comedy|Romance
M1014,Pollyanna (1960),Children|Comedy|Drama
M1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
M1016,"Shaggy Dog, The (1959)",Children|Comedy
M1017,Swiss Family Robinson (1960),Adventure|Children
M1018,That Darn Cat! (1965),Children|Comedy|Mystery
M1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
M1020,Cool Runnings (1993),Comedy
M1021,Angels in the Outfield (1994),Children|Comedy
M1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
M1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
M1024,"Three Caballeros, The (1945)",Animation|Children|Musical
M1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
M1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
M1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
M1029,Dumbo (1941),Animation|Children|Drama|Musical
M1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical
M1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
M1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
M1033,"Fox and the Hound, The (1981)",Animation|Children|Drama
M1034,Freeway (1996),Comedy|Crime|Drama|Thriller
M1035,"Sound of Music, The (1965)",Musical|Romance
M1036,Die Hard (1988),Action|Crime|Thriller
M1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
M1040,"Secret Agent, The (1996)",Drama
M1041,Secrets & Lies (1996),Drama
M1042,That Thing You Do! (1996),Comedy|Drama
M1043,To Gillian on Her 37th Birthday (1996),Drama|Romance
M1046,Beautiful Thing (1996),Drama|Romance
M1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
M1049,"Ghost and the Darkness, The (1996)",Action|Adventure
M1050,Looking for Richard (1996),Documentary|Drama
M1051,Trees Lounge (1996),Drama
M1053,Normal Life (1996),Crime|Drama|Romance
M1054,Get on the Bus (1996),Drama
M1055,Shadow Conspiracy (1997),Thriller
M1056,Jude (1996),Drama
M1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
M1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
M1060,Swingers (1996),Comedy|Drama
M1061,Sleepers (1996),Thriller
M1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
M1066,Shall We Dance (1937),Comedy|Musical|Romance
M1068,Crossfire (1947),Crime|Film-Noir
M1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
M1076,"Innocents, The (1961)",Drama|Horror|Thriller
M1077,Sleeper (1973),Comedy|Sci-Fi
M1078,Bananas (1971),Comedy|War
M1079,"Fish Called Wanda, A (1988)",Comedy|Crime
M1080,Monty Python's Life of Brian (1979),Comedy
M1081,Victor/Victoria (1982),Comedy|Musical|Romance
M1082,"Candidate, The (1972)",Drama
M1083,"Great Race, The (1965)",Comedy|Musical
M1084,Bonnie and Clyde (1967),Crime|Drama
M1085,"Old Man and the Sea, The (1958)",Adventure|Drama
M1086,Dial M for Murder (1954),Crime|Mystery|Thriller
M1088,Dirty Dancing (1987),Drama|Musical|Romance
M1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
M1090,Platoon (1986),Drama|War
M1091,Weekend at Bernie's (1989),Comedy
M1092,Basic Instinct (1992),Crime|Mystery|Thriller
M1093,"Doors, The (1991)",Drama
M1094,"Crying Game, The (1992)",Drama|Romance|Thriller
M1095,Glengarry Glen Ross (1992),Drama
M1096,Sophie's Choice (1982),Drama
M1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
M1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy
M1100,Days of Thunder (1990),Action|Drama|Romance
M1101,Top Gun (1986),Action|Romance
M1103,Rebel Without a Cause (1955),Drama
M1104,"Streetcar Named Desire, A (1951)",Drama
M1105,Children of the Corn IV: The Gathering (1996),Horror
M1107,Loser (1991),Comedy
M1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
M1112,Palookaville (1996),Action|Comedy|Drama
M1114,"Funeral, The (1996)",Crime|Drama
M1116,"Single Girl, A (Fille seule, La) (1995)",Drama
M1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama
M1119,Drunks (1995),Drama
M1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama
M1121,Glory Daze (1995),Drama
M1123,"Perfect Candidate, A (1996)",Documentary
M1124,On Golden Pond (1981),Drama
M1125,"Return of the Pink Panther, The (1975)",Comedy|Crime
M1126,Drop Dead Fred (1991),Comedy|Fantasy
M1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
M1128,"Fog, The (1980)",Horror
M1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
M1130,"Howling, The (1980)",Horror|Mystery
M1131,Jean de Florette (1986),Drama|Mystery
M1132,Manon of the Spring (Manon des sources) (1986),Drama
M1135,Private Benjamin (1980),Comedy
M1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
M1137,Hustler White (1996),Romance
M1140,Entertaining Angels: The Dorothy Day Story (1996),Drama
M1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
M1147,When We Were Kings (1996),Documentary
M1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
M1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
M1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy
M1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama
M1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
M1162,"Ruling Class, The (1972)",Comedy|Drama
M1163,Mina Tannenbaum (1994),Drama
M1167,Dear God (1996),Comedy
M1170,Best of the Best 3: No Turning Back (1995),Action
M1171,Bob Roberts (1992),Comedy
M1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
M1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
M1175,Delicatessen (1991),Comedy|Drama|Romance
M1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
M1177,Enchanted April (1992),Drama|Romance
M1178,Paths of Glory (1957),Drama|War
M1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
M1180,Hear My Song (1991),Comedy
M1183,"English Patient, The (1996)",Drama|Romance|War
M1184,Mediterraneo (1991),Comedy|Drama
M1185,My Left Foot (1989),Drama
M1186,"Sex, Lies, and Videotape (1989)",Drama
M1187,Passion Fish (1992),Drama
M1188,Strictly Ballroom (1992),Comedy|Romance
M1189,"Thin Blue Line, The (1988)",Documentary
M1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
M1191,Madonna: Truth or Dare (1991),Documentary|Musical
M1192,Paris Is Burning (1990),Documentary
M1193,One Flew Over the Cuckoo's Nest (1975),Drama
M1194,Cheech and Chong's Up in Smoke (1978),Comedy
M1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
M1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
M1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
M1199,Brazil (1985),Fantasy|Sci-Fi
M1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
M1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
M1202,Withnail & I (1987),Comedy
M1203,12 Angry Men (1957),Drama
M1204,Lawrence of Arabia (1962),Adventure|Drama|War
M1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
M1207,To Kill a Mockingbird (1962),Drama
M1208,Apocalypse Now (1979),Action|Drama|War
M1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
M1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
M1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
M1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
M1213,Goodfellas (1990),Crime|Drama
M1214,Alien (1979),Horror|Sci-Fi
M1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
M1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
M1217,Ran (1985),Drama|War
M1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
M1219,Psycho (1960),Crime|Horror
M1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
M1221,"Godfather: Part II, The (1974)",Crime|Drama
M1222,Full Metal Jacket (1987),Drama|War
M1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
M1224,Henry V (1989),Action|Drama|Romance|War
M1225,Amadeus (1984),Drama
M1226,"Quiet Man, The (1952)",Drama|Romance
M1227,Once Upon a Time in America (1984),Crime|Drama
M1228,Raging Bull (1980),Drama
M1230,Annie Hall (1977),Comedy|Romance
M1231,"Right Stuff, The (1983)",Drama
M1232,Stalker (1979),Drama|Mystery|Sci-Fi
M1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
M1234,"Sting, The (1973)",Comedy|Crime
M1235,Harold and Maude (1971),Comedy|Drama|Romance
M1236,Trust (1990),Comedy|Drama|Romance
M1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
M1238,Local Hero (1983),Comedy
M1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
M1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
M1242,Glory (1989),Drama|War
M1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
M1244,Manhattan (1979),Comedy|Drama|Romance
M1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
M1246,Dead Poets Society (1989),Drama
M1247,"Graduate, The (1967)",Comedy|Drama|Romance
M1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
M1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
M1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
M1251,8 1/2 (8½) (1963),Drama|Fantasy
M1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
M1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
M1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
M1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
M1256,Duck Soup (1933),Comedy|Musical|War
M1257,Better Off Dead... (1985),Comedy|Romance
M1258,"Shining, The (1980)",Horror
M1259,Stand by Me (1986),Adventure|Drama
M1260,M (1931),Crime|Film-Noir|Thriller
M1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
M1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
M1263,"Deer Hunter, The (1978)",Drama|War
M1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
M1265,Groundhog Day (1993),Comedy|Fantasy|Romance
M1266,Unforgiven (1992),Drama|Western
M1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
M1268,Pump Up the Volume (1990),Comedy|Drama
M1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
M1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
M1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
M1272,Patton (1970),Drama|War
M1273,Down by Law (1986),Comedy|Drama|Film-Noir
M1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
M1275,Highlander (1986),Action|Adventure|Fantasy
M1276,Cool Hand Luke (1967),Drama
M1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
M1278,Young Frankenstein (1974),Comedy|Fantasy
M1279,Night on Earth (1991),Comedy|Drama
M1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
M1281,"Great Dictator, The (1940)",Comedy|Drama|War
M1282,Fantasia (1940),Animation|Children|Fantasy|Musical
M1283,High Noon (1952),Drama|Western
M1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
M1285,Heathers (1989),Comedy
M1286,Somewhere in Time (1980),Drama|Romance
M1287,Ben-Hur (1959),Action|Adventure|Drama
M1288,This Is Spinal Tap (1984),Comedy
M1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
M1290,Some Kind of Wonderful (1987),Drama|Romance
M1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
M1292,Being There (1979),Comedy|Drama
M1293,Gandhi (1982),Drama
M1295,"Unbearable Lightness of Being, The (1988)",Drama
M1296,"Room with a View, A (1986)",Drama|Romance
M1297,Real Genius (1985),Comedy
M1298,Pink Floyd: The Wall (1982),Drama|Musical
M1299,"Killing Fields, The (1984)",Drama|War
M1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
M1301,Forbidden Planet (1956),Drama|Sci-Fi
M1302,Field of Dreams (1989),Children|Drama|Fantasy
M1303,"Man Who Would Be King, The (1975)",Adventure|Drama
M1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
M1305,"Paris, Texas (1984)",Drama|Romance
M1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi
M1307,When Harry Met Sally... (1989),Comedy|Romance
M1310,Hype! (1996),Documentary
M1312,Female Perversions (1996),Drama
M1318,Blue Juice (1995),Comedy|Drama
M1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
M1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
M1322,Amityville 1992: It's About Time (1992),Horror
M1323,Amityville 3-D (1983),Horror
M1324,Amityville: Dollhouse (1996),Horror
M1325,Amityville: A New Generation (1993),Horror
M1326,Amityville II: The Possession (1982),Horror
M1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
M1328,"Amityville Curse, The (1990)",Horror
M1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
M1330,April Fool's Day (1986),Horror
M1331,Audrey Rose (1977),Horror
M1332,"Believers, The (1987)",Horror|Thriller
M1333,"Birds, The (1963)",Horror|Thriller
M1334,"Blob, The (1958)",Horror|Sci-Fi
M1335,Blood Beach (1981),Horror|Mystery
M1336,Body Parts (1991),Horror|Thriller
M1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller
M1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
M1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
M1341,Burnt Offerings (1976),Horror
M1342,Candyman (1992),Horror|Thriller
M1343,Cape Fear (1991),Thriller
M1344,Cape Fear (1962),Crime|Drama|Thriller
M1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
M1346,Cat People (1982),Drama|Fantasy|Horror
M1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
M1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
M1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
M1350,"Omen, The (1976)",Horror|Mystery|Thriller
M1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
M1352,Albino Alligator (1996),Crime|Thriller
M1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
M1354,Breaking the Waves (1996),Drama|Mystery
M1355,Nightwatch (1997),Horror|Thriller
M1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
M1357,Shine (1996),Drama|Romance
M1358,Sling Blade (1996),Drama
M1359,Jingle All the Way (1996),Children|Comedy
M1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
M1363,"Preacher's Wife, The (1996)",Drama
M1365,Ridicule (1996),Drama
M1366,"Crucible, The (1996)",Drama
M1367,101 Dalmatians (1996),Adventure|Children|Comedy
M1370,Die Hard 2 (1990),Action|Adventure|Thriller
